3.643585,
0.507775,
0.094267,
0.075604,
0.141758,
0.155941,
0.137045,
0.138993,
0.277753,
0.303130,
0.497844,
0.755038,
0.817998,
1.019805,
37.922895,
2.086829,
1.615555,
1.167839,
0.799535,
0.502458,
0.686879,
0.554856,
0.578823,
0.396953,
0.652415,
0.720687,
0.832113,
0.838374,
16.091617,
1.718823,
0.830928,
0.710940,
0.430457,
0.284802,
0.538218,
0.451484,
0.534855,
0.445677,
0.716704,
0.832512,
1.159817,
1.367483,
20.884098,
3.379340,
1.971732,
1.309424,
0.890847,
0.726108,
0.616264,
0.765929,
0.639182,
1.206094,
1.008229,
1.505159,
1.898579,
2.572666,
17.849801,
5.268471,
2.228126,
1.780287,
0.993898,
0.482463,
1.571338,
0.718575,
1.129895,
0.220420,
1.188700,
1.247834,
1.568061,
2.448309,
20.261575,
7.056089,
2.975653,
2.221490,
1.562455,
1.296243,
0.858500,
1.438686,
0.874275,
1.740141,
1.923080,
2.244182,
3.154494,
3.990873,
20.879598,
8.145719,
2.580921,
2.298701,
1.243652,
0.792216,
1.088734,
0.371295,
0.664588,
0.191668,
0.583366,
1.069726,
0.912904,
0.990606,
7.497309,
2.995026,
1.790215,
0.923454,
0.723887,
0.529238,
0.304838,
0.576234,
0.286978,
0.512072,
0.535289,
0.369529,
0.618037,
0.732275,
2.791291,
1.503168,
0.755923,
0.554300,
0.366218,
0.323388,
0.195366,
0.276845,
0.107046,
0.270636,
0.262733,
0.302111,
0.285562,
0.339466,
1.182946,
0.612394,
0.270743,
0.202295,
0.135892,
0.113075,
0.102100,
0.170875,
0.136007,
0.116837,
0.139455,
0.149415,
0.089736,
0.219855,
0.919244,
0.735724,
0.326429,
0.243556,
0.249385,
0.164425,
0.191780,
0.157040,
0.099966,
0.171688,
0.146770,
0.160990,
0.211667,
0.220592,
0.660750,
0.734267,
0.313377,
0.175102,
0.074474,
0.122074,
0.149251,
0.238640,
0.125722,
0.198136,
0.197631,
0.188947,
0.097937,
0.315840,
1.048932,
1.176597,
0.470178,
0.281535,
0.230198,
0.161963,
0.152446,
0.169827,
0.110146,
0.162413,
0.189975,
0.238474,
0.334731,
0.394250,
1.142169,
1.537582,
0.444567,
0.257808,
0.197278,
0.125553,
0.311170,
0.352477,
0.465048,
0.378651,
0.310135,
0.593375,
0.110569,
0.424878,
2.004660,
3.345049,
1.092730,
0.559998,
0.309929,
0.269812,
0.173092,
0.301980,
0.166440,
0.243252,
0.156636,
0.203287,
0.307266,
0.250885,
0.748541,
1.024714,
0.259030,
0.170068,
0.085583,
0.038054,
0.098225,
0.054171,
0.049093,
0.034431,
0.082381,
0.075684,
0.046321,
0.022330,
0.398313,
0.954056,
0.288169,
0.174567,
0.103687,
0.139223,
0.036453,
0.046115,
0.113330,
0.155428,
0.099019,
0.126235,
0.143915,
0.178846,
0.295318,
0.862616,
0.061013,
0.164533,
0.013522,
0.044611,
0.142298,
0.084959,
0.035062,
0.152029,
