-3.643585,
-0.490156,
0.024599,
-0.012457,
-0.049197,
-0.073079,
-0.128200,
-0.082075,
-0.133351,
-0.124127,
-0.329424,
-0.562084,
-0.593823,
-1.186546,
-33.892501,
1.622922,
1.316124,
1.073813,
0.721113,
0.493811,
0.649299,
0.550075,
0.631920,
0.448929,
0.723957,
0.815338,
0.912071,
0.871981,
14.091616,
-1.779624,
-0.772825,
-0.368392,
-0.149387,
-0.061796,
-0.133585,
-0.111161,
0.089137,
-0.134872,
-0.047372,
0.032665,
0.139651,
0.278876,
-3.337526,
1.469121,
1.283035,
0.581929,
0.716141,
0.456956,
0.495291,
0.394855,
0.513150,
0.418434,
0.655133,
1.148209,
1.077249,
1.607686,
10.817980,
-5.343022,
-2.141901,
-1.139205,
-0.630092,
0.166419,
-1.602362,
-0.731370,
-0.738864,
0.089891,
-1.191377,
-1.153873,
-1.646105,
-2.620334,
-15.808098,
5.201741,
1.960386,
1.794501,
1.066995,
1.087481,
0.846514,
1.261615,
0.562354,
1.536146,
1.661550,
1.280082,
2.927783,
3.038416,
7.131937,
-1.073377,
-0.393408,
-1.267665,
-0.631269,
-0.835191,
0.018833,
-0.169308,
-0.088422,
-0.185638,
0.348648,
0.138426,
0.160686,
0.216672,
5.915326,
-3.064917,
-1.600399,
-0.797827,
-0.561449,
-0.461518,
-0.166861,
-0.456531,
-0.111088,
-0.260489,
-0.137700,
-0.158208,
-0.048820,
-0.255625,
-0.446517,
0.316698,
-0.297667,
-0.116293,
-0.218445,
-0.232230,
-0.042566,
-0.162121,
-0.078188,
-0.265763,
-0.206817,
-0.052017,
-0.228602,
-0.102344,
0.139939,
-0.195861,
-0.124261,
0.011247,
-0.051595,
0.019827,
-0.030398,
0.002687,
-0.009708,
0.011982,
0.035884,
0.063177,
-0.013332,
0.056568,
0.268594,
-0.375014,
-0.266587,
-0.207554,
-0.223729,
-0.153452,
-0.109300,
-0.135792,
-0.092751,
-0.154954,
-0.123741,
-0.103256,
-0.181963,
-0.091818,
-0.023180,
-0.058389,
-0.164733,
0.014777,
-0.035357,
0.005282,
0.129320,
-0.022424,
-0.012585,
-0.067568,
-0.031057,
0.024466,
-0.074100,
-0.068308,
-0.528838,
0.165635,
-0.089854,
-0.134425,
-0.141268,
-0.121177,
-0.067183,
-0.140433,
-0.080156,
-0.132792,
-0.099974,
-0.114822,
-0.244315,
-0.079570,
-0.111017,
0.397509,
-0.012822,
0.212875,
0.020616,
-0.019934,
0.126000,
-0.154796,
0.231637,
-0.339663,
0.080408,
0.119318,
0.029495,
-0.175534,
-1.584228,
3.308006,
0.639189,
0.087284,
0.117967,
0.027051,
0.126323,
0.066352,
-0.148283,
0.119542,
0.150502,
0.166654,
0.171214,
0.203390,
0.559348,
-1.129116,
-0.163118,
-0.010706,
0.034033,
-0.024933,
-0.082918,
-0.012052,
-0.012711,
0.035231,
-0.028345,
0.015105,
0.039961,
0.019785,
-0.307120,
0.831260,
0.015229,
-0.044414,
-0.060455,
0.047830,
0.008504,
-0.026584,
