-3.643585,
-0.114469,
0.018731,
0.099650,
0.100458,
-0.022795,
0.142884,
0.163347,
-0.800694,
0.031918,
0.041674,
0.015844,
0.033299,
-0.137369,
-0.044329,
0.066497,
0.087898,
-0.043828,
0.109623,
0.402444,
0.077279,
-0.062892,
0.099958,
-0.050191,
-0.130561,
-0.140601,
0.021443,
-0.043293,
-0.144762,
-0.114774,
-0.747102,
0.392603,
0.171388,
0.126273,
0.107811,
0.076017,
0.102813,
-0.051213,
0.052490,
0.051124,
0.149915,
0.059880,
0.163286,
0.294654,
0.787843,
-0.510739,
-0.054170,
-0.070500,
-0.109289,
-0.110777,
-0.000469,
-0.089307,
-0.083223,
-0.111137,
-0.006148,
-0.076263,
-0.178323,
-0.262456,
-0.669785,
0.794758,
0.236869,
0.328876,
0.177708,
0.114678,
0.223569,
0.002211,
0.310856,
0.161302,
0.281324,
0.364565,
0.588362,
1.091500,
2.428808,
-2.383352,
-0.595534,
-0.274611,
-0.546106,
-0.331473,
-0.326432,
-0.239669,
-0.395194,
-0.150147,
-0.130293,
0.081005,
-0.148623,
-0.457435,
-0.717100,
0.760591,
0.034917,
-0.183391,
-0.028509,
-0.078653,
-0.188084,
-0.099906,
-0.114984,
-0.009495,
-0.089784,
-0.014816,
0.049166,
0.206935,
0.586495,
-1.303951,
-0.245067,
-0.128070,
-0.171160,
-0.218860,
-0.213020,
-0.127749,
-0.201986,
-0.015182,
-0.159107,
-0.131436,
-0.206776,
-0.345013,
-0.446409,
0.523853,
-0.032752,
-0.146246,
-0.043659,
-0.117172,
-0.185220,
-0.080212,
-0.074152,
-0.015758,
-0.155561,
-0.104413,
-0.060030,
-0.041831,
0.142888,
-0.488179,
-0.102598,
-0.083666,
-0.078500,
-0.113270,
-0.118590,
-0.142329,
-0.146129,
-0.107262,
-0.096494,
-0.150707,
-0.155247,
-0.228392,
-0.320026,
1.023565,
-0.042345,
-0.150640,
0.078106,
-0.165729,
-0.186662,
-0.019743,
0.001632,
0.020576,
-0.095264,
-0.000142,
0.178273,
0.074978,
0.553499,
-2.748220,
-0.467697,
-0.349064,
-0.277445,
-0.397805,
-0.372261,
-0.156298,
-0.438804,
-0.135289,
-0.367932,
-0.486178,
-0.527834,
-0.945023,
-0.723245,
8.156048,
-0.277266,
0.298222,
0.436972,
0.094122,
-0.445593,
0.227538,
-0.050768,
0.476919,
-0.741508,
0.440701,
0.595383,
1.355805,
2.907605,
-9.871077,
1.434351,
0.938416,
-0.742479,
0.185753,
-0.066229,
-0.489632,
-0.073233,
-0.227682,
-0.431641,
-0.723021,
-0.547736,
-1.241234,
-1.476799,
-2.763878,
-1.520030,
-0.581354,
-0.358224,
0.378923,
0.435517,
-0.681619,
0.007925,
-0.522504,
0.731733,
-0.208292,
-0.472636,
0.065752,
0.025123,
18.932489,
-0.899303,
0.026165,
0.042478,
-0.245439,
-0.058509,
-0.435664,
-0.256356,
-0.376986,
-0.293808,
-0.262269,
-0.229479,
-0.295593,
-1.363765,
-17.485063,
2.900851,
0.721972,
0.372863,
0.205624,
0.258489,
0.250378,
0.155540,
0.158318,
0.429072,
0.341263,
0.340446,
0.805705,
1.678637,
14.757083,
-3.300908,
-1.332094,
-1.045687,
-0.988227,
-0.999558,
-0.805552,
-0.941893,
-0.930896,
-1.010812,
-1.082502,
-1.194961,
-1.765578,
-2.811271,
-10.983366,
2.553536,
1.316503,
0.600442,
0.359585,
0.212625,
0.025534,
-0.130281,
-0.250188,
-0.220416,
-0.325136,
-0.536453,
-0.633255,
-1.025255,
