-0.077397,
-0.045865,
-0.035869,
-0.145158,
-0.182280,
-0.148622,
-0.133746,
-0.105741,
-0.159600,
-0.226921,
-0.203656,
-0.152013,
-0.064776,
0.012692,
0.077466,
0.142802,
0.140492,
0.179817,
0.211590,
0.339565,
0.281587,
-0.003715,
-0.131320,
-0.188336,
0.003184,
0.229783,
0.281974,
0.187940,
0.009450,
-0.111029,
-0.075670,
-0.050998,
-0.001015,
-0.054144,
-0.105442,
-0.089355,
-0.072291,
-0.049854,
-0.067325,
-0.171998,
-0.154968,
-0.139678,
-0.118710,
-0.112673,
-0.185809,
-0.223984,
-0.188820,
-0.135794,
-0.036420,
0.036024,
0.135307,
0.161340,
0.147985,
0.185803,
0.233300,
0.384426,
0.224573,
-0.037658,
-0.165361,
-0.185832,
0.068617,
0.267404,
0.283908,
0.160692,
-0.040871,
-0.120150,
-0.077999,
-0.048030,
0.001479,
-0.077587,
-0.107769,
-0.098015,
-0.079406,
-0.077498,
-0.124963,
-0.147910,
-0.113241,
-0.112953,
-0.107627,
-0.168680,
-0.232328,
-0.228834,
-0.179663,
-0.093822,
0.004629,
0.096760,
0.170418,
0.149362,
0.172823,
0.186819,
0.300414,
0.393704,
0.117391,
-0.086802,
-0.212587,
-0.138137,
0.166411,
0.303729,
0.277359,
0.105865,
-0.100528,
-0.119295,
-0.090218,
-0.035431,
-0.014537,
-0.099897,
-0.100193,
-0.090932,
-0.082618,
-0.072899,
-0.146352,
-0.157457,
-0.120992,
-0.127547,
-0.113280,
-0.183558,
-0.231914,
-0.216639,
-0.162465,
-0.067102,
0.048870,
0.134371,
0.191597,
0.144584,
0.184407,
0.218703,
0.398642,
0.318469,
0.011161,
-0.154718,
-0.242891,
-0.024206,
0.255544,
0.325899,
0.239650,
0.013376,
-0.138093,
-0.115309,
-0.086296,
-0.010782,
-0.053065,
-0.105392,
-0.086059,
-0.088649,
-0.070019,
-0.111080,
-0.157455,
-0.140962,
-0.125599,
-0.121289,
-0.127574,
-0.204634,
-0.234369,
-0.215556,
-0.143005,
-0.030273,
0.089024,
0.176902,
0.183562,
0.158895,
0.174898,
0.248059,
0.425155,
0.222235,
-0.029201,
-0.196641,
-0.207996,
0.075873,
0.293729,
0.325731,
0.186503,
-0.053332,
-0.133265,
-0.111676,
-0.058332,
0.001210,
-0.078663,
-0.092462,
-0.089834,
-0.090046,
-0.069831,
-0.125980,
-0.130863,
-0.110100,
-0.137731,
-0.132569,
-0.185268,
-0.220655,
-0.216685,
-0.194151,
-0.100780,
0.002606,
0.110785,
0.192126,
0.156830,
0.184065,
0.202111,
0.354043,
0.407476,
0.089657,
-0.113510,
-0.264252,
-0.123739,
0.206109,
0.350255,
0.308576,
0.098905,
-0.125056,
-0.132018,
-0.106585,
-0.018560,
-0.011966,
-0.090041,
-0.081584,
-0.077495,
-0.069741,
-0.067239,
-0.175786,
-0.166842,
-0.134448,
-0.119276,
-0.090607,
-0.174423,
-0.245354,
-0.235616,
-0.183621,
-0.049187,
0.064454,
0.153089,
0.191771,
0.150548,
0.200436,
0.254812,
0.425732,
0.281155,
-0.029279,
-0.202710,
-0.241919,
0.031440,
0.301806,
0.356273,
0.229068,
-0.023995,
-0.150345,
-0.121710,
-0.067915,
0.009115,
-0.049880,
-0.098249,
-0.074133,
-0.076337,
-0.064617,
-0.119857,
-0.169876,
-0.122983,
-0.089127,
-0.086232,
-0.161808,
-0.251459,
-0.271372,
-0.203839,
-0.110934,
0.007925,
0.091030,
0.171722,
0.156113,
0.163770,
0.194906,
0.316146,
0.419890,
0.154154,
-0.075523,
-0.237448,
-0.165611,
0.145300,
0.328246,
0.323933,
0.145551,
-0.089776,
-0.133538,
-0.107654,
-0.031605,
-0.001660,
-0.080322,
-0.091445,
-0.070264,
-0.063586,
-0.047138,
-0.153097,
-0.208768,
-0.146948,
-0.118989,
